scenario,hour,creg1a_tap,creg2a_tap,creg3a_tap,creg3c_tap,creg4a_tap,creg4b_tap,creg4c_tap,creg1a_pu,creg2a_pu,creg3a_pu,creg3c_pu,creg4a_pu,creg4b_pu,creg4c_pu
summer,22,7,-3,-3,-3,6,-5,-2,1.04375,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
summer,23,7,-3,-3,-3,6,-5,-2,1.04375,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
summer_cloudy,0,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
summer_cloudy,1,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
summer_cloudy,2,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
summer_cloudy,3,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
summer_cloudy,4,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
summer_cloudy,5,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
summer_cloudy,6,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
summer_cloudy,7,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
summer_cloudy,8,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
summer_cloudy,9,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
summer_cloudy,10,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
summer_cloudy,11,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
summer_cloudy,12,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
summer_cloudy,13,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
summer_cloudy,14,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
summer_cloudy,15,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
summer_cloudy,16,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
summer_cloudy,17,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
summer_cloudy,18,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
summer_cloudy,19,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
summer_cloudy,20,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
summer_cloudy,21,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
summer_cloudy,22,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
summer_cloudy,23,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
spring,0,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
spring,1,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
spring,2,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
spring,3,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
spring,4,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
spring,5,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
spring,6,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
spring,7,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
spring,8,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
spring,9,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
spring,10,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
spring,11,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
spring,12,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
spring,13,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
spring,14,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
spring,15,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
spring,16,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
spring,17,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
spring,18,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
spring,19,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
spring,20,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
spring,21,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
spring,22,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
spring,23,8,-3,-3,13,6,-6,7,1.05000,0.98125,0.98125,1.08125,1.03750,0.96250,1.04375
autumn_cloudy,0,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
autumn_cloudy,1,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
autumn_cloudy,2,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
autumn_cloudy,3,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
autumn_cloudy,4,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
autumn_cloudy,5,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
autumn_cloudy,6,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
autumn_cloudy,7,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
autumn_cloudy,8,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
autumn_cloudy,9,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
autumn_cloudy,10,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
autumn_cloudy,11,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
autumn_cloudy,12,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
autumn_cloudy,13,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
autumn_cloudy,14,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
autumn_cloudy,15,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
autumn_cloudy,16,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
autumn_cloudy,17,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
autumn_cloudy,18,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
autumn_cloudy,19,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
autumn_cloudy,20,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
autumn_cloudy,21,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
autumn_cloudy,22,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
autumn_cloudy,23,9,-3,-3,-3,6,-7,-4,1.05625,0.98125,0.98125,0.98125,1.03750,0.95625,0.97500
winter,0,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
winter,1,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
winter,2,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
winter,3,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
winter,4,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
winter,5,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
winter,6,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
winter,7,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
winter,8,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
winter,9,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
winter,10,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
winter,11,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
winter,12,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
winter,13,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
winter,14,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
winter,15,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
winter,16,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
winter,17,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
winter,18,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
winter,19,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
winter,20,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
winter,21,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
winter,22,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
winter,23,8,-3,-3,-3,6,-5,-2,1.05000,0.98125,0.98125,0.98125,1.03750,0.96875,0.98750
