t_s,power_W
10.600000000000001,153.63128491620114
10.700000000000001,154.60893854748605
10.8,155.58659217877096
10.9,156.56424581005587
11.0,157.54189944134077
11.100000000000001,158.51955307262568
11.200000000000001,159.49720670391062
11.3,160.47486033519553
11.4,161.45251396648047
11.5,162.43016759776538
11.600000000000001,163.40782122905028
11.700000000000001,164.3854748603352
11.8,165.3631284916201
11.9,166.340782122905
12.0,167.31843575418995
12.100000000000001,168.29608938547486
12.200000000000001,169.2737430167598
12.3,170.2513966480447
12.4,171.2290502793296
12.5,172.20670391061452
12.600000000000001,173.18435754189943
12.700000000000001,174.16201117318434
12.8,175.13966480446928
12.9,176.1173184357542
13.0,177.09497206703912
13.100000000000001,178.07262569832403
13.200000000000001,179.05027932960894
13.3,180.02793296089385
13.4,181.0055865921788
13.5,181.9832402234637
13.600000000000001,182.9608938547486
13.700000000000001,173.1271181530087
13.8,184.91620111731845
13.9,185.89385474860336
14.0,186.87150837988827
14.100000000000001,187.84916201117318
14.200000000000001,188.82681564245812
14.3,189.80446927374302
14.4,190.78212290502793
14.5,191.75977653631284
14.600000000000001,192.73743016759778
14.700000000000001,193.7150837988827
14.8,194.6927374301676
14.9,195.6703910614525
15.0,196.64804469273744
15.100000000000001,197.62569832402235
15.200000000000001,198.60335195530726
15.3,199.58100558659217
15.4,200.5586592178771
15.5,201.53631284916202
15.600000000000001,202.51396648044692
15.700000000000001,203.49162011173183
15.8,199.10966073943047
15.9,205.44692737430168
16.0,192.37837876304795
16.1,207.40223463687153
16.2,208.37988826815644
16.3,209.35754189944134
16.400000000000002,210.33519553072625
16.5,211.3128491620112
16.6,168.32699051293167
16.7,158.054180461508
16.8,208.40505145901417
16.900000000000002,215.22346368715085
17.0,216.20111731843576
17.1,217.17877094972067
17.2,218.15642458100558
17.3,219.13407821229052
17.400000000000002,220.11173184357543
17.5,219.5491621496542
17.6,222.06703910614524
17.7,223.04469273743018
17.8,224.0223463687151
17.900000000000002,225.0
18.0,253.71080337289112
18.1,267.26659543694973
18.2,197.16907812047492
18.3,196.07474192508812
18.400000000000002,213.50003142143467
18.5,235.31209945165813
18.6,194.5221047014129
18.7,203.97152777616066
18.8,204.09340896343463
18.900000000000002,226.07354549251392
19.0,254.7596841029362
19.1,300.03120327032735
19.200000000000003,323.78923338254015
19.3,268.77146507628447
19.400000000000002,244.12961636009533
19.5,190.2095078804128
19.6,199.57540330446847
19.700000000000003,176.08741070845608
19.8,192.68515460217588
19.900000000000002,164.5295351719192
20.0,185.9455331662097
20.1,208.86062511584413
20.200000000000003,237.90276058647794
20.3,243.19000154283577
20.400000000000002,227.60026584318956
20.5,204.34513053537182
20.6,160.6994398657913
20.700000000000003,169.21422644476917
20.8,202.4765708284591
20.900000000000002,229.59226848916234
21.0,122.70988921812045
21.1,213.51084919118114
21.200000000000003,208.1825524145867
21.3,184.73147121903548
21.400000000000002,183.60940294185417
21.5,222.41931742739786
21.6,249.3872749882169
21.700000000000003,257.4968959541928
21.8,213.73871686334817
21.900000000000002,198.58308976213178
22.0,187.24553392060787
22.1,207.27627348851126
22.200000000000003,186.658908132543
22.3,204.5192569308375
22.400000000000002,180.17509376396418
22.5,193.74826852110505
22.6,177.73619842620366
22.700000000000003,168.6028750445641
22.8,160.49799857803026
22.900000000000002,171.35045395961333
23.0,192.64933058167514
23.1,209.90140574613696
23.200000000000003,246.68317187141025
23.3,265.13552620915266
23.400000000000002,259.7708123120314
23.5,246.4211827268736
23.6,221.40203114182748
23.700000000000003,249.75854094688364
23.8,246.81785140861672
23.900000000000002,235.70215023977173
24.0,224.15038585405068
24.1,228.59397569033186
24.200000000000003,206.4313764406505
24.3,181.37336847857028
24.400000000000002,159.87478727463287
24.5,172.49283790550297
24.6,167.17479560447816
24.700000000000003,159.26586779490518
24.8,199.85933541433803
24.900000000000002,222.6533465817236
25.0,282.2288801952476
25.1,267.2062933827499
25.200000000000003,281.4190903179268
25.3,238.96363443062629
25.400000000000002,250.0500541365407
25.5,211.50237395108553
25.6,178.33993639570195
25.700000000000003,161.03870298256936
25.8,193.06867613256085
25.900000000000002,251.29709929869279
26.0,274.14942057673426
26.1,269.7512928788991
26.200000000000003,229.391751778902
26.3,244.8967983530796
26.400000000000002,258.9888885289738
26.5,264.12112797572746
26.6,237.776719400564
26.700000000000003,198.77908200287004
26.8,232.07973821208697
26.900000000000002,239.6251521824818
27.0,254.64160642088868
27.1,236.96982500487232
27.200000000000003,237.54096036051743
27.3,232.26709312314273
27.400000000000002,204.79267335371202
27.5,176.05321236898834
27.6,153.93871554051083
27.700000000000003,182.31901897784041
27.8,240.6904724336555
27.900000000000002,241.34542602490478
28.0,235.96266666370582
28.1,205.83670172990713
28.200000000000003,217.74409540282466
28.3,218.84640112353298
28.400000000000002,193.71438709812526
28.5,230.13151703561897
28.6,216.82026939596966
28.700000000000003,236.7785574361304
28.8,228.17588186957065
28.900000000000002,230.91637665489148
29.0,199.3865232160196
29.1,179.12823581718658
29.200000000000003,199.0084797644987
29.3,227.45344919029242
29.400000000000002,240.13752990528243
29.5,209.41424532942636
29.6,213.2101714645758
29.700000000000003,221.5164682304901
29.8,240.13063202041627
29.900000000000002,269.5438266788259
30.0,253.9444838758366
30.1,235.9811795953707
30.200000000000003,177.2199490509336
30.3,199.88327354182067
30.400000000000002,216.25547341750138
30.5,260.0768237876439
30.6,248.5045409139672
30.700000000000003,276.5729164868387
30.8,280.81434286848355
30.900000000000002,266.89395151947656
31.0,244.37396169178322
31.1,241.36170552364865
31.200000000000003,227.05302915886497
31.3,246.66988039464198
31.400000000000002,248.7802362219614
31.5,285.76358634474116
31.6,258.2331174117777
31.700000000000003,243.0689123689562
31.8,208.06616063206215
31.900000000000002,212.38093287793635
32.0,197.55559019156377
32.1,217.61897696230739
32.2,208.40930301836684
32.300000000000004,222.92902024101085
32.4,241.14182375755357
32.5,227.55887507232572
32.6,238.25199779907058
32.7,185.39958536819591
32.800000000000004,171.2090825913209
32.9,153.79642339262082
33.0,187.10545591189765
33.1,230.50269264811453
33.2,205.0357494186253
33.300000000000004,203.92461567888762
33.4,198.65334640525037
33.5,247.02985062756068
33.6,246.29816824820378
33.7,253.00595243310096
33.800000000000004,215.79544354143923
33.9,214.40019273654718
34.0,198.15807491221472
34.1,226.17024039538325
34.2,212.8158296696646
34.300000000000004,206.33604406980584
34.4,204.21410723456216
34.5,250.51837289288753
34.6,270.8021360205466
34.7,266.2616714352379
34.800000000000004,230.668687172834
34.9,242.4307188122644
35.0,246.36999653273742
35.1,281.02558174855733
35.2,268.3970197727165
35.300000000000004,243.58712186547461
35.4,205.20155152907407
35.5,183.23295047189936
35.6,178.19721755302157
35.7,208.75819967559585
35.800000000000004,238.67055736199302
35.9,238.87349931368
36.0,247.5002202529908
36.1,238.12061722078826
36.2,229.99408981307874
36.300000000000004,194.48522364319928
36.4,144.40385299795335
36.5,163.1891733558477
36.6,125.16752569920043
36.7,134.46299401419103
36.800000000000004,124.8507587362492
36.9,152.2456522807828
37.0,183.50085238519853
37.1,197.26568973625672
37.2,195.38231101108204
37.300000000000004,221.1474830444984
37.4,204.8048729229335
37.5,176.10600164579998
37.6,161.89784055151304
37.7,182.1322462974453
37.800000000000004,216.34819013367257
37.9,197.34881717105907
38.0,169.58352257821252
38.1,181.32681641887643
38.2,194.70725308125765
38.300000000000004,233.07016279189355
38.400000000000006,195.08670153279797
38.5,173.64425424408006
38.6,123.10389538774253
38.7,149.5687136416247
38.800000000000004,159.31036846964682
38.900000000000006,196.12785784812456
39.0,200.06173603537098
39.1,204.3298539685884
39.2,197.93932553563468
39.300000000000004,180.6997457175596
39.400000000000006,162.42243297891628
39.5,173.77898937667675
39.6,146.9818733324571
39.7,140.92492043295567
39.800000000000004,78.11292271172415
39.900000000000006,120.58737921354438
40.0,143.9285732710548
40.1,206.57816150288423
40.2,200.1127883964472
40.300000000000004,188.5018214857272
40.400000000000006,189.28843463595047
40.5,201.54585636443983
40.6,201.51294125954269
40.7,173.25405471288082
40.800000000000004,189.0358525996786
40.900000000000006,187.13900434344436
41.0,201.07007555680474
41.1,129.95982164302868
41.2,138.65292871032744
41.300000000000004,160.13901772808117
41.400000000000006,208.6615689830093
41.5,160.24571869473613
41.6,120.2924176754893
41.7,124.76404192427985
41.800000000000004,165.83399482460308
41.900000000000006,175.13544109596904
42.0,160.52712143089929
42.1,144.87576706168977
42.2,136.24674661307802
42.300000000000004,160.77367687878427
42.400000000000006,166.0321527038102
42.5,180.42619366765445
42.6,179.28388122809912
42.7,203.26277750851037
42.800000000000004,222.09005611707414
42.900000000000006,196.58509559460066
43.0,204.06619983712943
43.1,204.27802667471087
43.2,197.3309474267171
43.300000000000004,189.8505051858454
43.400000000000006,131.339953374045
43.5,138.89584868991201
43.6,134.27459015256338
43.7,183.82029474178304
43.800000000000004,170.13995300197053
43.900000000000006,168.34469192506495
44.0,168.10639853689187
44.1,203.00897002645365
44.2,205.2625473101623
44.300000000000004,207.59284290054495
44.400000000000006,202.4393194735943
44.5,202.74993481208043
44.6,203.50379323618512
44.7,196.82059054667977
44.800000000000004,173.89627469702762
44.900000000000006,164.44579112536098
45.0,184.66840944897154
45.1,195.10325322889125
45.2,174.783728414096
45.300000000000004,128.76821934964954
45.400000000000006,145.5601155500437
45.5,151.5484770504138
45.6,176.65196967372842
45.7,127.79224676210929
45.800000000000004,120.63629448830528
45.900000000000006,145.03634627914826
46.0,208.72834845907656
46.1,256.1981701331191
46.2,215.36918653311085
46.300000000000004,182.6501909166412
46.400000000000006,156.62846062524233
46.5,190.91608676419483
46.6,189.7079840841768
46.7,187.04147662909583
46.800000000000004,169.7750787447166
46.900000000000006,171.05849872762008
47.0,165.79158903808485
47.1,166.1268803783868
47.2,152.01827984114146
47.300000000000004,173.0306765671153
47.400000000000006,169.7063198461955
47.5,177.05962857063997
47.6,183.64982256219218
47.7,184.28132310402918
47.800000000000004,221.38415162773535
47.900000000000006,214.3355949580726
48.0,217.40621553213612
48.1,178.58694496776462
48.2,180.35218096408903
48.300000000000004,198.09635766505528
48.400000000000006,187.49397286321943
48.5,196.13042994219825
48.6,201.5577210650684
48.7,236.71241728393517
48.800000000000004,229.3326793797381
48.900000000000006,214.36115475369525
49.0,208.23937211198768
49.1,200.36973818864502
49.2,227.57410480470685
49.300000000000004,217.3488627792496
49.400000000000006,227.30298380006815
49.5,207.84488248239302
49.6,220.2279955387911
49.7,208.9358040992645
49.800000000000004,182.52695144163124
49.900000000000006,180.12142001698703
50.0,187.70960394363266
50.1,216.49509239738373
50.2,215.7215155171964
50.300000000000004,266.41135916035364
50.400000000000006,251.46035160798917
50.5,268.55546504841055
50.6,213.77342288652414
50.7,216.6161689716884
50.800000000000004,236.17848428634343
50.900000000000006,232.04129595929305
51.0,260.94410595122935
51.1,258.2898952758515
51.2,248.84233224515265
51.300000000000004,243.86074356364276
51.400000000000006,213.99083743618976
51.5,277.02623557725667
51.6,253.33750455621114
51.7,248.49503540618196
51.800000000000004,171.03611879810978
51.900000000000006,155.91587222112906
52.0,161.92049425593135
52.1,177.13796871617978
52.2,178.21060647871877
52.300000000000004,176.29909284566287
52.400000000000006,189.49042716579444
52.5,234.12433167907255
52.6,217.32507903390982
52.7,211.57352478907598
52.800000000000004,171.5195084583629
52.900000000000006,174.655293366055
53.0,162.74703239886648
53.1,163.54967848307658
53.2,200.75286565978058
53.300000000000004,218.62346700814555
53.400000000000006,224.7526291355022
53.5,222.9901001087353
53.6,230.90126791235122
53.7,236.14553905113354
53.800000000000004,232.362108194667
53.900000000000006,213.87676689568588
54.0,228.05526999782916
54.1,229.4325884143542
54.2,236.36670025143178
54.300000000000004,205.58574176055822
54.400000000000006,223.13806529372363
54.5,231.57982010264237
54.6,302.7588394006941
54.7,266.5342822210994
54.800000000000004,279.1783155837685
54.900000000000006,221.08691305534094
55.0,236.20486511791296
55.1,235.88066840068075
55.2,229.79585756542463
55.300000000000004,223.8998822640444
55.400000000000006,212.6923886182455
55.5,227.9055205343842
55.6,239.5145454270774
55.7,253.9249050320694
55.800000000000004,265.92737562086666
55.900000000000006,260.3700677436731
56.0,237.4877991249166
56.1,204.76593377099772
56.2,188.1240835190427
56.300000000000004,185.10448619004953
56.400000000000006,215.3111136181368
56.5,221.5092516238262
56.6,209.61275196121238
56.7,208.67330345237048
56.800000000000004,201.34596147573677
56.900000000000006,209.28779752628543
57.0,195.0774881235503
57.1,216.35129718081225
57.2,188.89538221121106
57.300000000000004,173.975672619215
57.400000000000006,169.01586100494322
57.5,203.16623604940645
57.6,207.44806057730437
57.7,195.49736002157448
57.800000000000004,224.65427692459795
57.900000000000006,231.46788100682951
58.0,252.36984513295408
58.1,242.48009625485616
58.2,242.57188382022107
58.300000000000004,238.0847855512361
58.400000000000006,217.3830072485547
58.5,214.71306570449582
58.6,188.5558419012287
58.7,210.6424063608347
58.800000000000004,214.1800425116043
58.900000000000006,223.74424174949016
59.0,190.37088890199965
59.1,227.15429394926343
59.2,248.7200942594108
59.300000000000004,265.2974350094078
59.400000000000006,223.57111275325462
59.5,185.71101929066478
59.6,192.78798839285793
59.7,209.17392479485335
59.800000000000004,211.19724662448667
59.900000000000006,225.69285810262355
60.0,233.81843404485932
60.1,241.25721641948635
60.2,212.63643474687146
60.300000000000004,192.58181816889325
60.400000000000006,211.29436323573105
60.5,218.12981514372817
60.6,197.93617406122888
60.7,219.82648265932488
60.800000000000004,227.5244800794685
60.900000000000006,275.8530211495879
61.0,272.1984356566726
61.1,263.46158171541344
61.2,248.14806109739604
61.300000000000004,239.51209884736755
61.400000000000006,255.80400292922843
61.5,247.37265466689567
61.6,224.79181994239713
61.7,212.5530389655201
61.800000000000004,201.9259721813358
61.900000000000006,202.96349707577653
62.0,168.53906522784143
62.1,183.29215586747944
62.2,175.44286648537366
62.300000000000004,200.01519402973764
62.400000000000006,197.74281052981695
62.5,220.0882515548558
62.6,260.8384431808021
62.7,265.1233882170589
62.800000000000004,236.33838700123994
62.900000000000006,207.0312984614676
63.0,193.69592834891512
63.1,223.9067688690319
63.2,210.30219763438504
63.300000000000004,208.42418194091005
63.400000000000006,193.24669445404373
63.5,194.21277951540822
63.6,175.60654272907644
63.7,172.98974388396124
63.800000000000004,183.21560353772787
63.900000000000006,233.636765971486
64.0,239.8883273519963
64.10000000000001,233.92613967968418
64.2,223.58196733911515
64.3,237.4583095922322
64.4,270.31277016130764
64.5,270.4006557773697
64.60000000000001,261.08644239022044
64.7,256.7331709243609
64.8,272.47267717429304
64.9,264.87387509965686
65.0,245.20405658628076
65.10000000000001,191.7020143897845
65.2,193.55619669136635
65.3,176.19133935460096
65.4,200.63414169601307
65.5,198.675690461952
65.60000000000001,210.6373853768489
65.7,212.48801762472078
65.8,228.7397286696705
65.9,235.35620110214842
66.0,227.71003794845856
66.10000000000001,197.99951888985498
66.2,214.73140696924844
66.3,247.71651931394956
66.4,261.6284867140059
66.5,250.40452926472557
66.60000000000001,201.34774044930447
66.7,182.8849074942114
66.8,169.02992683871418
66.9,218.99303700459285
67.0,227.58742812993518
67.10000000000001,218.18343192291667
67.2,220.44864946220943
67.3,206.33370914040566
67.4,231.00615147134482
67.5,212.3431375290055
67.60000000000001,240.46275646181957
67.7,232.83613518521116
67.8,268.4015973493791
67.9,253.05872361693474
68.0,244.68263750628074
68.10000000000001,197.0182198540466
68.2,204.30425494898168
68.3,187.1718768065685
68.4,217.69560479132144
68.5,232.8585409379152
68.60000000000001,225.92338672388772
68.7,187.65497821589724
68.8,190.74340526675616
68.9,226.76694304480665
69.0,214.47489508930414
69.10000000000001,206.19443567818894
69.2,203.81879575960772
69.3,234.36711194752777
69.4,242.4675529849737
69.5,207.73595372556423
69.60000000000001,231.97613641373093
69.7,228.91836998100626
69.8,289.40176904460503
69.9,306.3370386550279
70.0,300.14218900876733
70.10000000000001,249.47964865493685
70.2,216.1635077441109
70.3,215.82557127519897
70.4,228.8647861530691
70.5,197.24117076729698
70.60000000000001,228.38480620747134
70.7,228.5303952992174
70.8,222.42542213087555
70.9,186.83615621247407
71.0,174.92641654094695
71.10000000000001,200.88456562682933
71.2,201.3546792084789
71.3,203.01858961594647
71.4,210.4162895033025
71.5,206.6818004970752
71.60000000000001,236.3682246927704
71.7,247.35518044104032
71.8,252.0465327318657
71.9,229.20860593813825
72.0,211.51381530584882
72.10000000000001,232.4038539108198
72.2,243.13254242985585
72.3,242.14353883305446
72.4,226.83786659099727
72.5,232.071327972684
72.60000000000001,240.2177806849536
72.7,228.89824517383556
72.8,215.6691042136418
72.9,205.91653612760575
73.0,206.58871591210985
73.10000000000001,216.89970401528683
73.2,225.1090404778938
73.3,235.84254512657054
73.4,223.51462643652752
73.5,201.62543576575234
73.60000000000001,231.17455735674525
73.7,255.8754825544301
73.8,250.1634963623286
73.9,206.95929286988235
74.0,223.54827403247316
74.10000000000001,267.4019273966429
74.2,162.39578363294828
74.3,271.6220487444302
74.4,221.65073201912728
74.5,219.5363259491466
74.60000000000001,212.58566399707013
74.7,206.36922977375156
74.8,193.29746002074378
74.9,193.99822111489374
75.0,243.85817503448686
75.10000000000001,247.01962092624018
75.2,238.80219743691245
75.3,246.62024194390693
75.4,250.14314845337935
75.5,223.09025691345454
75.60000000000001,195.38825423850668
75.7,195.20117831307797
75.8,239.10805047231378
75.9,242.8001032427873
76.0,235.98448742356896
76.10000000000001,254.30942564358656
76.2,243.30554961065144
76.3,264.547889422183
76.4,235.80933898320092
76.5,257.21665713655716
76.60000000000001,252.2244921334238
76.7,250.73186373034392
76.80000000000001,236.52812678574247
76.9,209.99316222572628
77.0,196.55175459121205
77.10000000000001,194.37658907302568
77.2,215.06761771594432
77.30000000000001,220.99932359936977
77.4,213.8944765329784
77.5,238.91077228015465
77.60000000000001,262.7544917166649
77.7,236.49351285415173
77.80000000000001,214.59465510855182
77.9,176.63949791051027
78.0,169.87479373853466
78.10000000000001,176.55495838421086
78.2,178.0848737321088
78.30000000000001,215.26002823339644
78.4,197.5647973335876
78.5,225.9948824406419
78.60000000000001,252.91209389599226
78.7,268.38498278799943
78.80000000000001,261.82003912497026
78.9,239.2912658830009
79.0,237.01399686057115
79.10000000000001,213.09947183801418
79.2,215.54899026913603
79.30000000000001,201.3184947015605
79.4,219.89830912579586
79.5,233.1114491711894
79.60000000000001,250.1900033991588
79.7,263.7083844177517
79.80000000000001,294.75695225653436
79.9,254.4635531449642
80.0,234.95613512051494
80.10000000000001,180.6407048574875
80.2,208.1384666309263
80.30000000000001,185.2741479629827
80.4,195.6277443183268
80.5,198.9347905047393
80.60000000000001,211.0248640208705
80.7,205.91056624892903
80.80000000000001,200.33604870332212
80.9,171.83352806596577
81.0,194.0290546022396
81.10000000000001,198.850239558642
81.2,222.07164923865645
81.30000000000001,209.22170116021545
81.4,203.23893919398748
81.5,182.83293642179416
81.60000000000001,192.50777454383214
81.7,175.60326179892843
81.80000000000001,208.1964355561495
81.9,195.4173335097147
82.0,245.85695757582226
82.10000000000001,269.33142021927625
82.2,270.0912840218915
82.30000000000001,234.8736195352911
82.4,208.1076557034749
82.5,223.47354941534536
82.60000000000001,265.9708981168258
82.7,281.96566156805255
82.80000000000001,253.08989131550845
82.9,240.47193712303192
83.0,225.1547917621188
83.10000000000001,229.1047114999213
83.2,207.29903225577903
83.30000000000001,223.38884988576623
83.4,234.77425329341423
83.5,255.97042123633665
83.60000000000001,267.7411596776336
83.7,271.7073382991202
83.80000000000001,216.28958955440015
83.9,166.4064091751963
84.0,160.49545468561683
84.10000000000001,198.2880548402523
84.2,262.55128198572265
84.30000000000001,259.40457567180334
84.4,257.93953505503583
84.5,237.68440175911445
84.60000000000001,255.92852649845912
84.7,254.54852293398886
84.80000000000001,246.70375626208605
84.9,210.070754632
85.0,198.27506082531153
85.10000000000001,210.9395782747722
85.2,206.37976266621908
85.30000000000001,237.4708360266533
85.4,228.21775666921022
85.5,264.4992708253757
85.60000000000001,264.3412522083363
85.7,262.44082947147103
85.80000000000001,213.92059504904046
85.9,181.96707799271394
86.0,162.5475002859464
86.10000000000001,213.48548876771557
86.2,211.4283927086643
86.30000000000001,209.70200273427713
86.4,188.408127327572
86.5,229.14541117317873
86.60000000000001,216.87611547838162
86.7,200.35749021780614
86.80000000000001,156.08926047870554
86.9,188.2182493429567
87.0,218.8525857168767
87.10000000000001,235.8326034695366
87.2,210.1865858281376
87.30000000000001,200.50929672290263
87.4,186.94982873001584
87.5,201.7877778219014
87.60000000000001,186.33656120023022
87.7,160.74654960192453
87.80000000000001,140.20392942671867
87.9,153.64820075648734
88.0,178.56594322320294
88.10000000000001,193.6766008618
88.2,164.83194198590627
88.30000000000001,136.09775475598593
88.4,145.74708758823863
88.5,186.5196084615224
88.60000000000001,231.44072873343873
88.7,197.08140663452912
88.80000000000001,157.82295757293738
88.9,144.69147745415364
89.0,139.4864074871853
89.10000000000001,145.516064059173
89.2,154.51377275591403
89.30000000000001,196.00605063085575
89.4,253.25178222545094
89.5,244.00042568492654
89.60000000000001,207.09075245967404
89.7,155.33050664644065
89.80000000000001,176.57369986227602
89.9,169.57549011793625
90.0,179.2643991153929
90.10000000000001,153.57492007260848
90.2,213.10932467483937
90.30000000000001,228.66911210216142
90.4,243.58353085053596
90.5,203.0079359187663
90.60000000000001,187.42613589262345
90.7,177.3807457731213
90.80000000000001,211.97844846540488
90.9,218.07496418014455
91.0,238.62184462738705
91.10000000000001,194.19004918284963
91.2,196.42901235200384
91.30000000000001,180.91341209116945
91.4,224.30523586834687
91.5,190.74024490401206
91.60000000000001,185.62534172110722
91.7,159.58896641848523
91.80000000000001,163.65867385773646
91.9,194.66667963280895
92.0,177.32861044596095
92.10000000000001,186.6263966405102
92.2,146.72057464762239
92.30000000000001,150.0622622833336
92.4,168.19744331957756
92.5,176.88761247367822
92.60000000000001,214.45563265114924
92.7,210.46758729055213
92.80000000000001,229.43892034174402
92.9,203.91522194158665
93.0,205.09644025599806
93.10000000000001,174.00094402499457
93.2,163.78169692316703
93.30000000000001,155.4416315244455
93.4,171.2822852103797
93.5,197.5929991923781
93.60000000000001,201.28363309380643
93.7,194.53648615658653
93.80000000000001,189.99172681686838
93.9,159.4926438517864
94.0,127.44215574332367
94.10000000000001,114.16160743108432
94.2,153.9278261068899
94.30000000000001,182.0580084203899
94.4,193.9319038621396
94.5,193.24275359163948
94.60000000000001,206.47724439461484
94.7,244.87336134609484
94.80000000000001,232.9430915366503
94.9,234.7539800183053
95.0,181.4777924638987
95.10000000000001,198.42931478527885
95.2,189.78526031288075
95.30000000000001,184.05055129230686
95.4,162.34610226249333
95.5,151.34155446917526
95.60000000000001,166.21374938279027
95.7,174.537269225062
95.80000000000001,191.22571773720762
95.9,184.51094760112295
96.0,163.08264473245205
96.10000000000001,166.6661815274399
96.2,168.0338895571318
96.30000000000001,165.36772320444052
96.4,154.63772516652335
96.5,159.32794508032973
96.60000000000001,188.1605559645593
96.7,186.8262956367221
96.80000000000001,187.2081108820562
96.9,161.24509766724384
97.0,134.34048571640972
97.10000000000001,121.92756412056738
97.2,134.10603501252484
97.30000000000001,191.45593381653623
97.4,180.25209499403957
97.5,205.56018733948378
97.60000000000001,187.540152117553
97.7,196.6830932432982
97.80000000000001,184.14560443446473
97.9,175.0106703434479
98.0,204.08960651264135
98.10000000000001,217.15783103858277
98.2,258.67614024574584
98.30000000000001,255.6666404053288
98.4,251.2788308540007
98.5,216.84095790979222
98.60000000000001,216.66012650495418
98.7,232.4776091958808
98.80000000000001,210.00419389551365
98.9,221.38359384238143
99.0,194.97060382627552
99.10000000000001,228.2973694874104
99.2,222.72930187930882
99.30000000000001,245.8254870100989
99.4,248.56737052095454
99.5,236.60812076356336
99.60000000000001,227.62645699914407
99.7,223.85095538182298
99.80000000000001,226.98446065458177
99.9,225.20868294218664
100.0,239.57047200688191
100.10000000000001,245.28433691206345
100.2,244.45636310933241
100.30000000000001,208.43818162885788
100.4,204.015793603645
100.5,170.45768079559176
100.60000000000001,203.9163649073044
100.7,190.37899033425563
100.80000000000001,242.93564176653436
100.9,280.82608309021435
101.0,289.8569910442542
101.10000000000001,290.4278009750633
101.2,247.26383147152347
101.30000000000001,244.6040304618301
101.4,208.42167274500102
101.5,211.06071834045542
101.60000000000001,243.5908706543326
101.7,263.5078166487298
101.80000000000001,228.94382041041132
101.9,188.32579706013726
102.0,178.63113434845764
102.10000000000001,226.44887370212382
102.2,248.5434549986361
102.30000000000001,257.7973926456239
102.4,255.3530171860243
102.5,247.21950423996321
102.60000000000001,240.27987146022224
102.7,217.07370711121348
102.80000000000001,190.8509549538558
102.9,200.1142021438186
103.0,209.9926172453703
103.10000000000001,255.88266715846217
103.2,228.28963351075396
103.30000000000001,207.8445997181517
103.4,207.16171799450558
103.5,232.3611315714825
103.60000000000001,268.87594696147784
103.7,238.91758455428763
103.80000000000001,236.87994096321367
103.9,202.69622261662926
104.0,222.2426487537747
104.10000000000001,210.81185208986506
104.2,231.01126069480182
